sample interval	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
    (0.001 sec)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
           7380	  0.080	  0.203	  0.123	 -0.140	 -0.020	  0.163	  0.070	  0.458	  0.593	  0.413	  0.230	  0.133
           7381	  0.078	  0.200	  0.123	 -0.138	 -0.023	  0.160	  0.070	  0.460	  0.595	  0.420	  0.238	  0.140
           7382	  0.080	  0.203	  0.123	 -0.140	 -0.020	  0.163	  0.070	  0.465	  0.600	  0.428	  0.248	  0.148
           7383	  0.085	  0.208	  0.123	 -0.145	 -0.018	  0.165	  0.070	  0.470	  0.608	  0.430	  0.248	  0.153
           7384	  0.090	  0.218	  0.128	 -0.153	 -0.018	  0.173	  0.068	  0.470	  0.613	  0.433	  0.245	  0.153
           7385	  0.090	  0.223	  0.133	 -0.155	 -0.020	  0.178	  0.065	  0.470	  0.615	  0.438	  0.245	  0.150
           7386	  0.085	  0.223	  0.138	 -0.153	 -0.025	  0.180	  0.065	  0.478	  0.620	  0.448	  0.258	  0.150
           7387	  0.083	  0.220	  0.138	 -0.150	 -0.028	  0.178	  0.070	  0.490	  0.630	  0.458	  0.270	  0.155
           7388	  0.083	  0.220	  0.138	 -0.150	 -0.028	  0.178	  0.073	  0.495	  0.638	  0.465	  0.275	  0.163
           7389	  0.088	  0.225	  0.138	 -0.155	 -0.028	  0.180	  0.070	  0.490	  0.638	  0.468	  0.273	  0.165
           7390	  0.093	  0.235	  0.143	 -0.163	 -0.025	  0.188	  0.065	  0.485	  0.638	  0.473	  0.270	  0.165
           7391	  0.095	  0.238	  0.143	 -0.165	 -0.023	  0.190	  0.063	  0.490	  0.643	  0.483	  0.275	  0.170
           7392	  0.095	  0.238	  0.143	 -0.165	 -0.023	  0.190	  0.065	  0.500	  0.653	  0.493	  0.285	  0.178
           7393	  0.100	  0.243	  0.143	 -0.170	 -0.023	  0.193	  0.063	  0.505	  0.655	  0.495	  0.290	  0.178
           7394	  0.105	  0.255	  0.150	 -0.180	 -0.023	  0.203	  0.055	  0.500	  0.650	  0.498	  0.293	  0.175
           7395	  0.105	  0.263	  0.160	 -0.185	 -0.025	  0.210	  0.050	  0.498	  0.648	  0.503	  0.293	  0.173
           7396	  0.098	  0.263	  0.165	 -0.180	 -0.033	  0.213	  0.058	  0.508	  0.655	  0.513	  0.300	  0.180
           7397	  0.093	  0.258	  0.165	 -0.175	 -0.038	  0.213	  0.068	  0.520	  0.670	  0.523	  0.310	  0.188
           7398	  0.095	  0.260	  0.165	 -0.178	 -0.035	  0.213	  0.068	  0.525	  0.680	  0.530	  0.318	  0.195
           7399	  0.100	  0.265	  0.165	 -0.183	 -0.030	  0.215	  0.060	  0.520	  0.680	  0.535	  0.323	  0.198
           7400	  0.103	  0.268	  0.165	 -0.185	 -0.030	  0.215	  0.053	  0.518	  0.680	  0.543	  0.325	  0.200
           7401	  0.100	  0.265	  0.165	 -0.183	 -0.033	  0.215	  0.053	  0.520	  0.683	  0.550	  0.328	  0.200
           7402	  0.100	  0.268	  0.168	 -0.183	 -0.033	  0.218	  0.053	  0.525	  0.688	  0.558	  0.333	  0.200
           7403	  0.105	  0.275	  0.168	 -0.190	 -0.030	  0.220	  0.048	  0.528	  0.690	  0.560	  0.335	  0.203
           7404	  0.113	  0.283	  0.170	 -0.198	 -0.028	  0.225	  0.045	  0.528	  0.690	  0.563	  0.340	  0.210
           7405	  0.115	  0.288	  0.173	 -0.203	 -0.028	  0.230	  0.048	  0.528	  0.690	  0.568	  0.345	  0.218
           7406	  0.115	  0.290	  0.175	 -0.203	 -0.030	  0.233	  0.048	  0.528	  0.695	  0.573	  0.350	  0.223
           7407	  0.113	  0.290	  0.178	 -0.200	 -0.033	  0.233	  0.045	  0.528	  0.703	  0.580	  0.358	  0.228
           7408	  0.110	  0.288	  0.178	 -0.198	 -0.033	  0.233	  0.043	  0.530	  0.708	  0.590	  0.363	  0.230
           7409	  0.110	  0.290	  0.180	 -0.200	 -0.033	  0.235	  0.045	  0.533	  0.710	  0.595	  0.365	  0.230
           7410	  0.115	  0.298	  0.183	 -0.205	 -0.033	  0.240	  0.045	  0.533	  0.708	  0.598	  0.363	  0.230
           7411	  0.118	  0.305	  0.188	 -0.210	 -0.033	  0.245	  0.043	  0.530	  0.708	  0.603	  0.363	  0.230
           7412	  0.118	  0.308	  0.190	 -0.213	 -0.035	  0.248	  0.043	  0.530	  0.710	  0.610	  0.368	  0.233
           7413	  0.118	  0.310	  0.193	 -0.213	 -0.038	  0.250	  0.043	  0.533	  0.715	  0.615	  0.375	  0.230
           7414	  0.120	  0.315	  0.195	 -0.218	 -0.038	  0.255	  0.040	  0.535	  0.713	  0.613	  0.380	  0.228
           7415	  0.125	  0.323	  0.195	 -0.223	 -0.035	  0.258	  0.035	  0.535	  0.710	  0.610	  0.380	  0.230
           7416	  0.128	  0.323	  0.195	 -0.225	 -0.033	  0.258	  0.033	  0.535	  0.708	  0.618	  0.380	  0.240
           7417	  0.123	  0.320	  0.198	 -0.223	 -0.035	  0.258	  0.040	  0.543	  0.713	  0.633	  0.385	  0.253
           7418	  0.120	  0.320	  0.200	 -0.220	 -0.040	  0.260	  0.045	  0.548	  0.720	  0.640	  0.393	  0.255
           7419	  0.120	  0.325	  0.203	 -0.223	 -0.040	  0.265	  0.043	  0.548	  0.723	  0.638	  0.395	  0.248
           7420	  0.125	  0.328	  0.203	 -0.225	 -0.038	  0.265	  0.033	  0.540	  0.718	  0.633	  0.395	  0.243
           7421	  0.128	  0.330	  0.203	 -0.228	 -0.038	  0.265	  0.028	  0.535	  0.713	  0.633	  0.398	  0.243
           7422	  0.128	  0.330	  0.203	 -0.228	 -0.038	  0.265	  0.028	  0.533	  0.708	  0.635	  0.400	  0.245
           7423	  0.125	  0.330	  0.205	 -0.228	 -0.040	  0.265	  0.028	  0.535	  0.713	  0.635	  0.405	  0.248
           7424	  0.123	  0.328	  0.205	 -0.225	 -0.040	  0.265	  0.025	  0.538	  0.718	  0.638	  0.413	  0.253
           7425	  0.120	  0.325	  0.205	 -0.223	 -0.043	  0.265	  0.028	  0.543	  0.723	  0.645	  0.418	  0.258
           7426	  0.120	  0.328	  0.208	 -0.223	 -0.043	  0.268	  0.030	  0.543	  0.718	  0.648	  0.420	  0.263
           7427	  0.123	  0.335	  0.213	 -0.228	 -0.043	  0.273	  0.028	  0.540	  0.710	  0.648	  0.418	  0.263
           7428	  0.123	  0.338	  0.215	 -0.230	 -0.045	  0.275	  0.025	  0.535	  0.705	  0.650	  0.415	  0.263
           7429	  0.118	  0.335	  0.218	 -0.228	 -0.050	  0.275	  0.025	  0.533	  0.708	  0.658	  0.418	  0.263
           7430	  0.115	  0.335	  0.220	 -0.225	 -0.053	  0.278	  0.028	  0.528	  0.708	  0.660	  0.418	  0.265
           7431	  0.118	  0.340	  0.223	 -0.230	 -0.050	  0.280	  0.023	  0.525	  0.708	  0.658	  0.418	  0.268
           7432	  0.123	  0.343	  0.220	 -0.233	 -0.048	  0.280	  0.013	  0.520	  0.703	  0.655	  0.420	  0.270
           7433	  0.123	  0.340	  0.218	 -0.230	 -0.048	  0.278	  0.005	  0.523	  0.705	  0.660	  0.428	  0.275
           7434	  0.118	  0.335	  0.218	 -0.225	 -0.050	  0.275	  0.008	  0.525	  0.703	  0.668	  0.435	  0.278
           7435	  0.118	  0.338	  0.220	 -0.228	 -0.050	  0.278	  0.013	  0.525	  0.698	  0.670	  0.435	  0.278
           7436	  0.123	  0.343	  0.220	 -0.233	 -0.048	  0.280	  0.013	  0.523	  0.688	  0.665	  0.428	  0.275
           7437	  0.125	  0.345	  0.220	 -0.235	 -0.048	  0.283	  0.013	  0.523	  0.685	  0.668	  0.425	  0.278
           7438	  0.123	  0.345	  0.223	 -0.233	 -0.050	  0.283	  0.013	  0.523	  0.688	  0.673	  0.428	  0.283
           7439	  0.123	  0.348	  0.228	 -0.233	 -0.053	  0.288	  0.010	  0.518	  0.690	  0.675	  0.433	  0.283
           7440	  0.125	  0.353	  0.228	 -0.238	 -0.050	  0.290	  0.005	  0.505	  0.688	  0.668	  0.433	  0.278
           7441	  0.128	  0.355	  0.228	 -0.243	 -0.048	  0.290	  0.003	  0.503	  0.688	  0.665	  0.435	  0.275
           7442	  0.125	  0.350	  0.225	 -0.238	 -0.050	  0.288	  0.005	  0.508	  0.685	  0.668	  0.440	  0.275
           7443	  0.120	  0.345	  0.225	 -0.233	 -0.053	  0.285	  0.010	  0.515	  0.683	  0.673	  0.445	  0.278
           7444	  0.118	  0.343	  0.225	 -0.230	 -0.053	  0.283	  0.010	  0.513	  0.675	  0.673	  0.445	  0.278
           7445	  0.123	  0.348	  0.225	 -0.235	 -0.050	  0.285	  0.008	  0.505	  0.678	  0.673	  0.443	  0.278
           7446	  0.125	  0.350	  0.225	 -0.238	 -0.050	  0.288	  0.003	  0.500	  0.678	  0.675	  0.440	  0.280
           7447	  0.123	  0.353	  0.228	 -0.238	 -0.053	  0.290	  0.000	  0.498	  0.675	  0.680	  0.443	  0.285
           7448	  0.120	  0.350	  0.230	 -0.235	 -0.055	  0.290	 -0.005	  0.493	  0.665	  0.680	  0.443	  0.285
           7449	  0.120	  0.350	  0.233	 -0.235	 -0.055	  0.290	 -0.008	  0.488	  0.663	  0.680	  0.443	  0.283
           7450	  0.120	  0.353	  0.233	 -0.235	 -0.055	  0.293	 -0.010	  0.480	  0.665	  0.675	  0.443	  0.283
           7451	  0.123	  0.358	  0.235	 -0.238	 -0.055	  0.298	 -0.010	  0.478	  0.665	  0.673	  0.445	  0.290
           7452	  0.120	  0.358	  0.238	 -0.238	 -0.058	  0.298	 -0.008	  0.475	  0.658	  0.668	  0.443	  0.293
           7453	  0.118	  0.355	  0.238	 -0.235	 -0.060	  0.295	 -0.003	  0.475	  0.655	  0.670	  0.440	  0.290
           7454	  0.113	  0.350	  0.238	 -0.230	 -0.063	  0.293	  0.000	  0.473	  0.655	  0.675	  0.438	  0.283
           7455	  0.113	  0.350	  0.238	 -0.230	 -0.063	  0.293	 -0.003	  0.473	  0.653	  0.680	  0.438	  0.280
           7456	  0.113	  0.350	  0.238	 -0.230	 -0.063	  0.293	 -0.008	  0.465	  0.638	  0.675	  0.438	  0.283
           7457	  0.115	  0.353	  0.238	 -0.233	 -0.063	  0.293	 -0.010	  0.463	  0.625	  0.670	  0.435	  0.283
           7458	  0.113	  0.350	  0.238	 -0.230	 -0.063	  0.293	 -0.008	  0.458	  0.623	  0.660	  0.430	  0.280
           7459	  0.108	  0.348	  0.240	 -0.228	 -0.068	  0.293	 -0.008	  0.455	  0.628	  0.655	  0.425	  0.278
           7460	  0.103	  0.345	  0.243	 -0.223	 -0.070	  0.293	 -0.010	  0.448	  0.620	  0.648	  0.420	  0.278
           7461	  0.100	  0.345	  0.243	 -0.223	 -0.070	  0.293	 -0.013	  0.440	  0.613	  0.645	  0.418	  0.275
           7462	  0.103	  0.343	  0.240	 -0.223	 -0.068	  0.290	 -0.013	  0.435	  0.605	  0.640	  0.413	  0.268
           7463	  0.105	  0.343	  0.238	 -0.225	 -0.065	  0.290	 -0.013	  0.433	  0.603	  0.635	  0.410	  0.263
           7464	  0.108	  0.343	  0.235	 -0.225	 -0.063	  0.288	 -0.015	  0.425	  0.588	  0.623	  0.405	  0.260
           7465	  0.108	  0.340	  0.233	 -0.223	 -0.063	  0.288	 -0.018	  0.420	  0.578	  0.615	  0.403	  0.263
           7466	  0.105	  0.335	  0.230	 -0.220	 -0.063	  0.283	 -0.018	  0.415	  0.570	  0.605	  0.395	  0.260
           7467	  0.103	  0.330	  0.228	 -0.218	 -0.063	  0.280	 -0.013	  0.413	  0.573	  0.600	  0.390	  0.260
           7468	  0.100	  0.325	  0.225	 -0.213	 -0.063	  0.275	 -0.008	  0.403	  0.563	  0.590	  0.383	  0.258
           7469	  0.095	  0.320	  0.225	 -0.205	 -0.065	  0.273	 -0.008	  0.393	  0.550	  0.583	  0.380	  0.258
           7470	  0.090	  0.313	  0.223	 -0.200	 -0.065	  0.268	 -0.008	  0.385	  0.540	  0.575	  0.375	  0.250
           7471	  0.090	  0.310	  0.220	 -0.200	 -0.063	  0.265	 -0.008	  0.383	  0.540	  0.568	  0.365	  0.240
           7472	  0.093	  0.308	  0.215	 -0.200	 -0.060	  0.260	 -0.005	  0.373	  0.528	  0.553	  0.353	  0.233
           7473	  0.090	  0.305	  0.215	 -0.198	 -0.060	  0.260	 -0.005	  0.365	  0.510	  0.538	  0.343	  0.228
           7474	  0.085	  0.300	  0.215	 -0.193	 -0.065	  0.258	 -0.005	  0.358	  0.493	  0.520	  0.335	  0.223
           7475	  0.080	  0.293	  0.213	 -0.188	 -0.068	  0.255	 -0.005	  0.358	  0.488	  0.508	  0.330	  0.215
           7476	  0.080	  0.285	  0.205	 -0.183	 -0.063	  0.245	 -0.005	  0.350	  0.478	  0.495	  0.323	  0.208
           7477	  0.080	  0.278	  0.198	 -0.178	 -0.060	  0.238	  0.000	  0.343	  0.468	  0.485	  0.318	  0.205
           7478	  0.073	  0.268	  0.195	 -0.170	 -0.060	  0.230	  0.003	  0.333	  0.453	  0.473	  0.310	  0.203
           7479	  0.068	  0.263	  0.198	 -0.165	 -0.065	  0.230	  0.003	  0.330	  0.443	  0.460	  0.303	  0.200
           7480	  0.065	  0.260	  0.195	 -0.163	 -0.065	  0.228	  0.000	  0.320	  0.428	  0.443	  0.290	  0.193
           7481	  0.070	  0.260	  0.190	 -0.163	 -0.060	  0.225	 -0.005	  0.305	  0.410	  0.428	  0.278	  0.185
           7482	  0.073	  0.255	  0.183	 -0.163	 -0.055	  0.218	 -0.010	  0.290	  0.395	  0.410	  0.265	  0.178
           7483	  0.073	  0.248	  0.175	 -0.160	 -0.053	  0.210	 -0.010	  0.288	  0.393	  0.400	  0.255	  0.173
           7484	  0.068	  0.238	  0.170	 -0.153	 -0.050	  0.203	 -0.005	  0.285	  0.383	  0.388	  0.243	  0.168
           7485	  0.063	  0.230	  0.165	 -0.145	 -0.050	  0.198	  0.003	  0.283	  0.370	  0.375	  0.235	  0.160
           7486	  0.060	  0.223	  0.163	 -0.140	 -0.050	  0.193	  0.005	  0.268	  0.353	  0.358	  0.228	  0.150
           7487	  0.058	  0.220	  0.163	 -0.138	 -0.053	  0.193	  0.003	  0.255	  0.345	  0.340	  0.220	  0.140
           7488	  0.055	  0.215	  0.160	 -0.135	 -0.053	  0.188	  0.000	  0.240	  0.335	  0.320	  0.208	  0.133
           7489	  0.050	  0.210	  0.158	 -0.130	 -0.053	  0.183	  0.000	  0.233	  0.323	  0.308	  0.198	  0.130
           7490	  0.048	  0.200	  0.153	 -0.123	 -0.053	  0.175	  0.003	  0.225	  0.305	  0.293	  0.188	  0.128
           7491	  0.048	  0.195	  0.148	 -0.120	 -0.050	  0.170	  0.003	  0.223	  0.298	  0.285	  0.180	  0.125
           7492	  0.045	  0.185	  0.140	 -0.115	 -0.048	  0.163	  0.003	  0.218	  0.288	  0.273	  0.170	  0.120
           7493	  0.040	  0.175	  0.135	 -0.108	 -0.045	  0.155	  0.008	  0.213	  0.278	  0.263	  0.165	  0.115
           7494	  0.035	  0.163	  0.128	 -0.098	 -0.045	  0.145	  0.013	  0.200	  0.258	  0.245	  0.158	  0.108
           7495	  0.035	  0.160	  0.123	 -0.095	 -0.043	  0.140	  0.010	  0.190	  0.248	  0.230	  0.150	  0.100
           7496	  0.040	  0.158	  0.118	 -0.098	 -0.038	  0.138	  0.003	  0.175	  0.235	  0.215	  0.135	  0.090
           7497	  0.040	  0.153	  0.113	 -0.098	 -0.038	  0.133	 -0.003	  0.168	  0.228	  0.205	  0.128	  0.083
           7498	  0.030	  0.140	  0.110	 -0.085	 -0.040	  0.125	  0.003	  0.163	  0.213	  0.193	  0.120	  0.078
           7499	  0.023	  0.130	  0.108	 -0.075	 -0.043	  0.118	  0.008	  0.160	  0.203	  0.180	  0.113	  0.078
           7500	  0.020	  0.123	  0.103	 -0.070	 -0.040	  0.113	  0.010	  0.150	  0.190	  0.163	  0.098	  0.073
           7501	  0.023	  0.118	  0.095	 -0.070	 -0.035	  0.108	  0.013	  0.145	  0.180	  0.155	  0.088	  0.068
           7502	  0.020	  0.108	  0.088	 -0.063	 -0.033	  0.098	  0.015	  0.138	  0.168	  0.145	  0.083	  0.060
           7503	  0.015	  0.098	  0.083	 -0.055	 -0.033	  0.090	  0.018	  0.135	  0.165	  0.135	  0.080	  0.055
           7504	  0.015	  0.093	  0.078	 -0.053	 -0.030	  0.085	  0.018	  0.123	  0.155	  0.115	  0.070	  0.045
           7505	  0.018	  0.093	  0.075	 -0.053	 -0.028	  0.083	  0.015	  0.110	  0.145	  0.100	  0.060	  0.038
           7506	  0.013	  0.085	  0.073	 -0.048	 -0.030	  0.078	  0.013	  0.100	  0.128	  0.088	  0.053	  0.033
           7507	  0.005	  0.078	  0.073	 -0.040	 -0.033	  0.073	  0.015	  0.100	  0.123	  0.085	  0.053	  0.035
           7508	  0.003	  0.070	  0.068	 -0.035	 -0.033	  0.068	  0.018	  0.098	  0.115	  0.075	  0.045	  0.035
           7509	  0.005	  0.068	  0.063	 -0.038	 -0.028	  0.065	  0.020	  0.093	  0.108	  0.068	  0.035	  0.030
           7510	  0.008	  0.063	  0.055	 -0.035	 -0.023	  0.058	  0.020	  0.083	  0.090	  0.055	  0.025	  0.023
           7511	  0.005	  0.058	  0.050	 -0.033	 -0.020	  0.053	  0.020	  0.080	  0.080	  0.050	  0.023	  0.018
           7512	  0.003	  0.048	  0.045	 -0.025	 -0.020	  0.045	  0.018	  0.075	  0.073	  0.038	  0.015	  0.013
           7513	  0.000	  0.040	  0.040	 -0.020	 -0.018	  0.040	  0.018	  0.073	  0.068	  0.030	  0.008	  0.010
           7514	 -0.003	  0.033	  0.035	 -0.015	 -0.018	  0.033	  0.020	  0.065	  0.055	  0.018	 -0.003	  0.003
           7515	 -0.005	  0.028	  0.033	 -0.013	 -0.018	  0.030	  0.020	  0.058	  0.048	  0.013	 -0.005	  0.000
           7516	 -0.005	  0.025	  0.030	 -0.010	 -0.018	  0.028	  0.015	  0.048	  0.038	  0.000	 -0.010	 -0.005
           7517	  0.000	  0.025	  0.025	 -0.013	 -0.013	  0.025	  0.013	  0.040	  0.033	 -0.010	 -0.015	 -0.008
           7518	  0.000	  0.020	  0.020	 -0.010	 -0.010	  0.020	  0.015	  0.035	  0.023	 -0.023	 -0.020	 -0.015
           7519	 -0.005	  0.013	  0.018	 -0.005	 -0.010	  0.015	  0.018	  0.038	  0.018	 -0.028	 -0.018	 -0.020
           7520	 -0.010	  0.003	  0.013	  0.003	 -0.010	  0.008	  0.018	  0.035	  0.010	 -0.035	 -0.018	 -0.023
           7521	 -0.010	 -0.003	  0.010	  0.005	 -0.010	  0.005	  0.018	  0.030	  0.008	 -0.035	 -0.020	 -0.023
           7522	 -0.010	 -0.005	  0.005	  0.008	 -0.008	  0.000	  0.020	  0.023	  0.000	 -0.043	 -0.033	 -0.023
           7523	 -0.010	 -0.005	  0.005	  0.008	 -0.008	  0.000	  0.020	  0.020	 -0.005	 -0.050	 -0.043	 -0.023
           7524	 -0.010	 -0.005	  0.005	  0.008	 -0.008	  0.000	  0.015	  0.013	 -0.015	 -0.065	 -0.050	 -0.030
           7525	 -0.010	 -0.005	  0.005	  0.008	 -0.005	  0.000	  0.013	  0.008	 -0.020	 -0.070	 -0.053	 -0.035
           7526	 -0.013	 -0.013	  0.000	  0.013	 -0.005	 -0.005	  0.018	  0.000	 -0.028	 -0.070	 -0.055	 -0.040
           7527	 -0.020	 -0.020	 -0.003	  0.020	 -0.008	 -0.010	  0.025	  0.003	 -0.030	 -0.065	 -0.058	 -0.038
           7528	 -0.023	 -0.028	 -0.005	  0.025	 -0.008	 -0.015	  0.025	  0.003	 -0.038	 -0.075	 -0.065	 -0.038
           7529	 -0.018	 -0.028	 -0.008	  0.023	 -0.005	 -0.018	  0.023	  0.000	 -0.045	 -0.088	 -0.070	 -0.038
           7530	 -0.015	 -0.028	 -0.013	  0.020	  0.000	 -0.020	  0.023	 -0.008	 -0.055	 -0.100	 -0.075	 -0.043
           7531	 -0.018	 -0.028	 -0.010	  0.023	 -0.003	 -0.020	  0.025	 -0.008	 -0.055	 -0.098	 -0.075	 -0.043
           7532	 -0.023	 -0.033	 -0.010	  0.028	 -0.005	 -0.020	  0.025	 -0.008	 -0.055	 -0.100	 -0.078	 -0.045
           7533	 -0.023	 -0.035	 -0.010	  0.028	 -0.005	 -0.020	  0.020	 -0.010	 -0.055	 -0.103	 -0.080	 -0.048
           7534	 -0.023	 -0.040	 -0.018	  0.030	 -0.003	 -0.028	  0.020	 -0.023	 -0.068	 -0.113	 -0.088	 -0.053
           7535	 -0.023	 -0.045	 -0.020	  0.033	 -0.003	 -0.033	  0.023	 -0.028	 -0.070	 -0.118	 -0.088	 -0.055
           7536	 -0.028	 -0.050	 -0.023	  0.038	 -0.003	 -0.035	  0.025	 -0.028	 -0.070	 -0.123	 -0.090	 -0.058
           7537	 -0.028	 -0.050	 -0.023	  0.035	 -0.003	 -0.035	  0.025	 -0.023	 -0.065	 -0.123	 -0.088	 -0.058
           7538	 -0.023	 -0.050	 -0.028	  0.035	  0.003	 -0.038	  0.025	 -0.028	 -0.070	 -0.128	 -0.090	 -0.063
           7539	 -0.020	 -0.053	 -0.033	  0.038	  0.005	 -0.043	  0.030	 -0.030	 -0.075	 -0.125	 -0.088	 -0.065
           7540	 -0.025	 -0.060	 -0.035	  0.043	  0.005	 -0.048	  0.033	 -0.033	 -0.083	 -0.130	 -0.093	 -0.068
           7541	 -0.028	 -0.060	 -0.033	  0.043	  0.003	 -0.045	  0.028	 -0.030	 -0.080	 -0.133	 -0.098	 -0.065
           7542	 -0.028	 -0.060	 -0.033	  0.043	  0.003	 -0.045	  0.023	 -0.033	 -0.085	 -0.140	 -0.103	 -0.065
           7543	 -0.030	 -0.060	 -0.030	  0.043	  0.003	 -0.045	  0.023	 -0.033	 -0.085	 -0.140	 -0.100	 -0.065
           7544	 -0.035	 -0.068	 -0.033	  0.050	  0.000	 -0.050	  0.025	 -0.035	 -0.088	 -0.143	 -0.098	 -0.065
           7545	 -0.038	 -0.073	 -0.035	  0.053	 -0.003	 -0.053	  0.023	 -0.035	 -0.085	 -0.140	 -0.095	 -0.060
           7546	 -0.035	 -0.073	 -0.038	  0.053	  0.000	 -0.055	  0.018	 -0.040	 -0.093	 -0.145	 -0.103	 -0.060
           7547	 -0.030	 -0.065	 -0.035	  0.048	  0.000	 -0.050	  0.018	 -0.043	 -0.095	 -0.145	 -0.105	 -0.065
           7548	 -0.030	 -0.063	 -0.033	  0.045	  0.000	 -0.048	  0.023	 -0.045	 -0.098	 -0.148	 -0.108	 -0.073
           7549	 -0.030	 -0.060	 -0.030	  0.045	  0.000	 -0.045	  0.023	 -0.043	 -0.095	 -0.145	 -0.105	 -0.075
           7550	 -0.028	 -0.063	 -0.035	  0.045	  0.003	 -0.048	  0.020	 -0.045	 -0.100	 -0.150	 -0.110	 -0.073
           7551	 -0.023	 -0.063	 -0.038	  0.043	  0.005	 -0.050	  0.018	 -0.045	 -0.103	 -0.153	 -0.113	 -0.068
           7552	 -0.025	 -0.063	 -0.038	  0.043	  0.005	 -0.050	  0.023	 -0.048	 -0.108	 -0.158	 -0.118	 -0.068
           7553	 -0.030	 -0.065	 -0.035	  0.045	  0.000	 -0.050	  0.028	 -0.043	 -0.103	 -0.153	 -0.113	 -0.068
           7554	 -0.035	 -0.073	 -0.038	  0.053	  0.000	 -0.055	  0.028	 -0.040	 -0.100	 -0.153	 -0.110	 -0.070
           7555	 -0.035	 -0.078	 -0.043	  0.055	  0.003	 -0.060	  0.025	 -0.035	 -0.095	 -0.150	 -0.105	 -0.073
           7556	 -0.035	 -0.080	 -0.045	  0.058	  0.005	 -0.063	  0.023	 -0.038	 -0.098	 -0.158	 -0.108	 -0.078
           7557	 -0.035	 -0.073	 -0.040	  0.055	  0.003	 -0.055	  0.023	 -0.038	 -0.095	 -0.158	 -0.108	 -0.078
           7558	 -0.035	 -0.070	 -0.035	  0.053	  0.000	 -0.053	  0.020	 -0.043	 -0.100	 -0.163	 -0.110	 -0.078
           7559	 -0.033	 -0.068	 -0.035	  0.050	  0.000	 -0.053	  0.020	 -0.045	 -0.105	 -0.160	 -0.108	 -0.075
           7560	 -0.030	 -0.073	 -0.043	  0.050	  0.005	 -0.058	  0.020	 -0.050	 -0.110	 -0.163	 -0.113	 -0.075
           7561	 -0.030	 -0.073	 -0.043	  0.050	  0.005	 -0.058	  0.023	 -0.048	 -0.105	 -0.160	 -0.113	 -0.073
           7562	 -0.033	 -0.073	 -0.040	  0.053	  0.003	 -0.055	  0.028	 -0.043	 -0.103	 -0.165	 -0.113	 -0.073
           7563	 -0.033	 -0.070	 -0.038	  0.053	  0.000	 -0.053	  0.028	 -0.038	 -0.098	 -0.165	 -0.108	 -0.073
           7564	 -0.030	 -0.073	 -0.043	  0.050	  0.005	 -0.058	  0.025	 -0.040	 -0.100	 -0.168	 -0.113	 -0.078
           7565	 -0.023	 -0.070	 -0.048	  0.048	  0.010	 -0.060	  0.018	 -0.043	 -0.100	 -0.165	 -0.118	 -0.080
           7566	 -0.023	 -0.073	 -0.050	  0.048	  0.013	 -0.060	  0.013	 -0.045	 -0.105	 -0.168	 -0.123	 -0.078
           7567	 -0.028	 -0.073	 -0.045	  0.050	  0.008	 -0.058	  0.013	 -0.040	 -0.103	 -0.163	 -0.120	 -0.073
           7568	 -0.035	 -0.078	 -0.043	  0.055	  0.003	 -0.060	  0.018	 -0.040	 -0.100	 -0.163	 -0.118	 -0.073
           7569	 -0.038	 -0.078	 -0.040	  0.058	  0.000	 -0.058	  0.023	 -0.038	 -0.095	 -0.158	 -0.110	 -0.073
           7570	 -0.038	 -0.078	 -0.040	  0.058	  0.000	 -0.058	  0.023	 -0.038	 -0.098	 -0.158	 -0.105	 -0.073
           7571	 -0.035	 -0.075	 -0.043	  0.055	  0.003	 -0.058	  0.023	 -0.033	 -0.098	 -0.158	 -0.100	 -0.068
           7572	 -0.033	 -0.078	 -0.045	  0.055	  0.005	 -0.060	  0.023	 -0.033	 -0.100	 -0.163	 -0.108	 -0.070
           7573	 -0.033	 -0.075	 -0.043	  0.053	  0.005	 -0.058	  0.023	 -0.035	 -0.095	 -0.163	 -0.115	 -0.078
           7574	 -0.035	 -0.073	 -0.038	  0.053	  0.000	 -0.055	  0.023	 -0.043	 -0.093	 -0.163	 -0.118	 -0.083
           7575	 -0.038	 -0.070	 -0.033	  0.055	 -0.005	 -0.050	  0.023	 -0.040	 -0.090	 -0.158	 -0.110	 -0.078
           7576	 -0.040	 -0.075	 -0.035	  0.058	 -0.003	 -0.055	  0.025	 -0.033	 -0.093	 -0.158	 -0.108	 -0.073
           7577	 -0.038	 -0.080	 -0.043	  0.058	  0.003	 -0.060	  0.030	 -0.028	 -0.090	 -0.155	 -0.105	 -0.070
           7578	 -0.038	 -0.085	 -0.048	  0.060	  0.005	 -0.065	  0.033	 -0.028	 -0.090	 -0.158	 -0.105	 -0.075
           7579	 -0.038	 -0.085	 -0.048	  0.060	  0.003	 -0.063	  0.030	 -0.028	 -0.088	 -0.155	 -0.103	 -0.075
           7580	 -0.038	 -0.083	 -0.045	  0.060	  0.003	 -0.063	  0.023	 -0.030	 -0.093	 -0.160	 -0.108	 -0.075
